              Procedure           Image            Address        Calls Instructions
             GetObjectA C:\Windows\system32\GDI32.dll           77237881           94         2444
              RestoreDC C:\Windows\system32\GDI32.dll           772377c6          126         8694
                 SaveDC C:\Windows\system32\GDI32.dll           7723772d          126         6300
       CreateDIBSection C:\Windows\system32\GDI32.dll           772375c0          108        10730
          StretchDIBits C:\Windows\system32\GDI32.dll           77237442            9         4617
   GdiGetBitmapBitsSize C:\Windows\system32\GDI32.dll           772373ed            9          252
              GetDIBits C:\Windows\system32\GDI32.dll           772372aa           28         2268
          SelectPalette C:\Windows\system32\GDI32.dll           77236f98          282       109011
       GetCurrentObject C:\Windows\system32\GDI32.dll           77236f4b          320         6257
             GetObjectW C:\Windows\system32\GDI32.dll           77236e69          659        31015
      SetStretchBltMode C:\Windows\system32\GDI32.dll           77236d78          692        43404
                 BitBlt C:\Windows\system32\GDI32.dll           77236ce7         1095        49275
               DeleteDC C:\Windows\system32\GDI32.dll           77236a44          814       103783
 CreateCompatibleBitmap C:\Windows\system32\GDI32.dll           7723693f          120        30420
           CreateBitmap C:\Windows\system32\GDI32.dll           77236843          124         2638
             SetBkColor C:\Windows\system32\GDI32.dll           77236768         2278       117189
              SetBkMode C:\Windows\system32\GDI32.dll           772365f4         2283       166192
           SetTextColor C:\Windows\system32\GDI32.dll           77236549         3278       163894
     CreateCompatibleDC C:\Windows\system32\GDI32.dll           772364cb          826        33328
       CreateSolidBrush C:\Windows\system32\GDI32.dll           772364af          236         2832
           SelectObject C:\Windows\system32\GDI32.dll           77236100         7108      1209072
             PolyPatBlt C:\Windows\system32\GDI32.dll           7723600b          643        46296
                 PatBlt C:\Windows\system32\GDI32.dll           77235f8e          157         6123
        ExtCreateRegion C:\Windows\system32\GDI32.dll           77235f45           15          292
              GetRgnBox C:\Windows\system32\GDI32.dll           77235d07         1699       272514
               GdiFlush C:\Windows\system32\GDI32.dll           77235cd1          857         3428
           DeleteObject C:\Windows\system32\GDI32.dll           77235bed         5989       325637
          GetDeviceCaps C:\Windows\system32\GDI32.dll           77235af0          928        46282
           GdiReleaseDC C:\Windows\system32\GDI32.dll           77235a70         3394       135760
         GetStockObject C:\Windows\system32\GDI32.dll           772359f4          557       114112
                  .text C:\Windows\system32\GDI32.dll           77231000            0         2331
              VarDecCmp C:\Windows\system32\OLEAUT32.dll           771825b3            0           63
          VarBstrFromR4 C:\Windows\system32\OLEAUT32.dll           7717f58b            0           12
        RegisterTypeLib C:\Windows\system32\OLEAUT32.dll           7716b2a5            2         3407
    SafeArrayGetVartype C:\Windows\system32\OLEAUT32.dll           7716af5e            0         2019
           VarUI2FromI4 C:\Windows\system32\OLEAUT32.dll           7716aaa0            0           18
                 VarCmp C:\Windows\system32\OLEAUT32.dll           77165535           17          587
      SafeArrayCopyData C:\Windows\system32\OLEAUT32.dll           77163e8f            3          240
          SafeArrayCopy C:\Windows\system32\OLEAUT32.dll           77163dce            3          204
    SafeArrayPutElement C:\Windows\system32\OLEAUT32.dll           77163d48            6          216
    SafeArrayPtrOfIndex C:\Windows\system32\OLEAUT32.dll           77163c2b           18          882
     SafeArrayGetLBound C:\Windows\system32\OLEAUT32.dll           77163bac           56         1120
     SafeArrayGetUBound C:\Windows\system32\OLEAUT32.dll           77163b60           56         1288
        SafeArrayGetDim C:\Windows\system32\OLEAUT32.dll           77163b48           56          504
        SafeArrayCreate C:\Windows\system32\OLEAUT32.dll           77163aa0            4          232
SafeArrayAllocDescriptorEx C:\Windows\system32\OLEAUT32.dll           77163939            7          891
          SafeArrayLock C:\Windows\system32\OLEAUT32.dll           7716390c           16          224
        SafeArrayUnlock C:\Windows\system32\OLEAUT32.dll           771638e2           16          224
     SafeArrayAllocData C:\Windows\system32\OLEAUT32.dll           77163877            7          273
       SafeArrayDestroy C:\Windows\system32\OLEAUT32.dll           771636d5           35         2515
             VarBstrCmp C:\Windows\system32\OLEAUT32.dll           771634e4            0         3241
  SafeArrayCreateVector C:\Windows\system32\OLEAUT32.dll           77163029           28         2800
          LoadTypeLibEx C:\Windows\system32\OLEAUT32.dll           7715968b            1         8333
            LoadTypeLib C:\Windows\system32\OLEAUT32.dll           771595e1            1           56
  VARIANT_UserUnmarshal C:\Windows\system32\OLEAUT32.dll           77158c08            0          608
         VariantCopyInd C:\Windows\system32\OLEAUT32.dll           77156b87            0          108
   SafeArrayGetElemsize C:\Windows\system32\OLEAUT32.dll           771568ec            0         1236
  SafeArrayUnaccessData C:\Windows\system32\OLEAUT32.dll           771568dc            4           20
    SafeArrayAccessData C:\Windows\system32\OLEAUT32.dll           771568ad            4           72
            VariantCopy C:\Windows\system32\OLEAUT32.dll           771567cc          347        21532
      VariantChangeType C:\Windows\system32\OLEAUT32.dll           771567a8          174         1914
    VariantChangeTypeEx C:\Windows\system32\OLEAUT32.dll           771566ad          174        11653
     VarDateFromUdateEx C:\Windows\system32\OLEAUT32.dll           771552ad            0         2784
        CreateErrorInfo C:\Windows\system32\OLEAUT32.dll           77155101            0           77
              OACleanup C:\Windows\system32\OLEAUT32.dll           77154644           33        11501
       SysStringByteLen C:\Windows\system32\OLEAUT32.dll           771545a0           52         1387
         SysAllocString C:\Windows\system32\OLEAUT32.dll           7715456b         1203       110262
  SysAllocStringByteLen C:\Windows\system32\OLEAUT32.dll           77154486         3787       177876
           SysStringLen C:\Windows\system32\OLEAUT32.dll           7715439b           25       461856
      SysAllocStringLen C:\Windows\system32\OLEAUT32.dll           7715432c         1244        53462
 unnamedImageEntryPoint C:\Windows\system32\OLEAUT32.dll           77153f27           46       753702
           GetErrorInfo C:\Windows\system32\OLEAUT32.dll           77153e80            0         3842
          SysFreeString C:\Windows\system32\OLEAUT32.dll           77153e22        12265       239978
            VariantInit C:\Windows\system32\OLEAUT32.dll           77153e0d         4083        28581
           VariantClear C:\Windows\system32\OLEAUT32.dll           77153de5         2268        34020
WdtpInterfacePointer_UserUnmarshal C:\Windows\system32\ole32.dll           76e179ad            0        37908
        CoGetModuleType C:\Windows\system32\ole32.dll           76dba3a3            0        48001
        OleSaveToStream C:\Windows\system32\ole32.dll           76d698b0            0         3530
CoGetInterfaceAndReleaseStream C:\Windows\system32\ole32.dll           76d68989            5          205
        OleUninitialize C:\Windows\system32\ole32.dll           76d68520            1          118
         RevokeDragDrop C:\Windows\system32\ole32.dll           76d681d5            7          552
StgOpenStorageOnILockBytes C:\Windows\system32\ole32.dll           76d647f4            0           30
    CoRevokeClassObject C:\Windows\system32\ole32.dll           76d640c0            0          802
        CLSIDFromProgID C:\Windows\system32\ole32.dll           76d4200f            0      3761563
